dayinyear,sunrise_delta,sunset_delta,temp,pressure,cloudiness,humidity_relative,production
73,14,-2,4.2,1011.85,5.0,81.89999999999999,0.0
73,15,-3,3.95,1012.375,3.0,82.63333333333334,0.0
73,16,-4,3.45,1012.8,7.0,83.86666666666666,0.0
73,17,-5,3.775,1012.925,7.0,83.03333333333333,0.0
73,18,-6,4.45,1013.025,7.0,85.36666666666667,0.0
74,-5,17,4.25,1013.375,6.0,88.46666666666665,0.0
74,-4,16,4.550000000000001,1013.8,7.0,87.10000000000001,0.0
74,-3,15,4.25,1014.45,7.0,90.03333333333335,0.0
74,-2,14,4.25,1014.925,7.0,88.86666666666667,0.0
74,-1,13,3.95,1015.625,5.0,88.63333333333333,0.0
74,0,12,3.25,1016.275,5.0,88.90000000000002,0.0
74,1,11,2.6999999999999997,1016.8,3.0,89.63333333333333,0.0
74,2,10,3.0,1017.5,3.0,89.36666666666667,0.006499999999995509
74,3,9,4.4,1018.5,2.0,85.96666666666665,0.1180000000000021
74,4,8,5.725,1019.15,3.0,77.7,0.45860000000000056
74,5,7,6.55,1019.225,3.0,70.8,1.0687999999999995
74,6,6,7.25,1019.625,3.0,62.56666666666666,1.6944000000000017
74,7,5,7.4750000000000005,1019.6,5.0,64.10000000000001,1.7439999999999962
74,8,4,7.875,1019.425,6.0,58.166666666666664,1.4156000000000013
74,9,3,8.575,1019.375,5.0,59.699999999999996,1.5964000000000027
74,10,2,8.35,1018.875,7.0,52.96666666666667,1.3613999999999997
74,11,1,8.25,1018.275,7.0,56.86666666666667,0.5534999999999961
74,12,0,8.05,1018.175,8.0,57.96666666666667,0.16420000000000456
74,13,-1,7.4,1018.275,8.0,61.900000000000006,0.013799999999999812
74,14,-2,6.8,1018.25,7.0,64.16666666666667,0.0
74,15,-3,6.45,1017.925,7.0,66.73333333333333,0.0
74,16,-4,6.425,1017.65,7.0,68.26666666666667,0.0
74,17,-5,6.550000000000001,1017.475,7.0,69.60000000000001,0.0
74,18,-6,6.525,1016.95,7.0,75.03333333333333,0.0
75,-5,17,6.525,1016.7,7.0,78.33333333333333,0.0
75,-4,16,6.375,1016.175,7.0,82.06666666666666,0.0
75,-3,15,6.175,1015.25,7.0,85.76666666666667,0.0
75,-2,14,6.25,1014.275,7.0,85.46666666666665,0.0
75,-1,13,6.375,1013.55,7.0,82.06666666666666,0.0
75,0,12,6.425000000000001,1013.175,7.0,78.86666666666667,0.0
75,1,11,6.6,1013.05,7.0,73.96666666666667,0.0
75,2,10,6.825,1012.9,7.0,70.0,0.03249999999999531
75,3,9,7.425,1012.825,7.0,66.26666666666667,0.16550000000000153
75,4,8,7.95,1012.925,7.0,63.6,0.19850000000000279
75,5,7,9.25,1012.625,7.0,61.9,0.3697999999999979
75,6,6,10.375,1012.15,7.0,56.666666666666664,0.5920000000000023
75,7,5,12.0,1011.375,6.0,54.06666666666666,1.5436999999999976
75,8,4,12.95,1010.575,6.0,51.26666666666667,1.8530000000000015
75,9,3,13.475,1010.0250000000001,5.0,51.56666666666666,1.8322000000000003
75,10,2,13.375,1009.25,5.0,50.53333333333333,1.5704999999999885
75,11,1,12.875,1008.875,6.0,51.333333333333336,0.5958000000000112
75,12,0,12.100000000000001,1008.3499999999999,5.0,53.76666666666667,0.267399999999995
75,13,-1,11.55,1008.475,7.0,54.833333333333336,0.017200000000002547
75,14,-2,11.225,1008.025,6.0,55.166666666666664,0.0
75,15,-3,11.025,1007.65,5.0,57.9,0.0
75,16,-4,11.35,1007.325,5.0,57.56666666666666,0.0
75,17,-5,11.1,1007.2,5.0,59.0,0.0
75,18,-6,10.55,1007.075,5.0,61.56666666666666,0.0
76,-5,17,10.0,1006.8,5.0,62.06666666666666,0.0
76,-4,16,9.875,1006.65,6.0,62.36666666666667,0.0
76,-3,15,9.775,1006.325,6.0,63.1,0.0
76,-2,14,9.325,1006.55,7.0,66.53333333333333,0.0
76,-1,13,9.175,1006.525,7.0,68.03333333333333,0.0
76,0,12,8.45,1006.475,6.0,70.9,0.0
76,1,11,8.4,1006.45,7.0,69.73333333333333,0.0
76,2,10,8.375,1006.525,7.0,71.23333333333333,0.008299999999991314
76,3,9,9.35,1006.875,7.0,70.36666666666667,0.1255000000000095
76,4,8,10.425,1007.175,7.0,69.8,0.22869999999999635
76,5,7,10.9,1007.35,7.0,69.93333333333334,0.2570999999999941
76,6,6,12.225,1007.05,7.0,67.2,0.6477000000000075
76,7,5,13.325000000000001,1006.625,6.0,65.36666666666667,0.5665000000000049
76,8,4,14.425,1006.2,8.0,62.76666666666666,0.7406999999999968
76,9,3,15.1,1005.6,8.0,59.06666666666666,1.1148999999999987
76,10,2,15.1,1005.875,7.0,59.36666666666667,0.2102000000000004
76,11,1,14.15,1006.1,7.0,62.46666666666667,0.06349999999999767
76,12,0,13.15,1006.3,7.0,66.53333333333333,0.03180000000000405
76,13,-1,12.125,1006.8,7.0,71.46666666666667,0.011600000000001387
76,14,-2,11.025,1007.3,4.0,73.93333333333334,0.0
76,15,-3,9.9,1007.525,2.0,80.5,0.0
76,16,-4,9.4,1007.825,2.0,81.6,0.0
76,17,-5,9.825,1007.7,7.0,82.0,0.0
76,18,-6,10.2,1007.875,7.0,86.46666666666665,0.0
77,-5,17,10.525,1008.15,7.0,88.76666666666667,0.0
77,-4,16,10.05,1008.35,7.0,88.83333333333333,0.0
77,-3,15,9.625,1008.375,7.0,90.90000000000002,0.0
77,-2,14,9.25,1008.35,7.0,93.56666666666666,0.0
77,-1,13,9.15,1008.525,3.0,93.86666666666667,0.0
77,0,12,8.45,1008.7,3.0,94.36666666666667,0.0
77,1,11,8.6,1008.8,7.0,95.43333333333334,0.0
77,2,10,9.025,1009.25,7.0,95.13333333333333,0.02729999999999677
77,3,9,9.825,1009.45,7.0,93.76666666666667,0.15220000000000056
77,4,8,10.475,1009.75,7.0,91.26666666666667,0.13920000000000243
77,5,7,11.875,1009.55,6.0,87.13333333333333,0.7558000000000007
77,6,6,13.425,1009.525,5.0,77.23333333333333,1.5146999999999977
77,7,5,14.3,1009.375,7.0,70.33333333333333,1.20859999999999
77,8,4,14.325,1009.1500000000001,7.0,67.60000000000001,0.5481000000000122
77,9,3,14.25,1008.825,7.0,65.83333333333333,0.2892999999999972
77,10,2,13.15,1008.675,8.0,73.63333333333333,0.34550000000000125
77,11,1,12.5,1008.5,7.0,78.73333333333333,0.09789999999999566
77,12,0,11.825,1008.65,7.0,85.36666666666667,0.0537000000000063
77,13,-1,11.35,1009.375,7.0,84.7,0.011399999999987642
77,14,-2,11.0,1009.725,7.0,87.66666666666667,0.0
77,15,-3,10.725,1010.0,7.0,89.73333333333333,0.0
77,16,-4,10.45,1010.475,4.0,90.63333333333333,0.0
77,17,-5,9.225000000000001,1010.775,2.0,92.16666666666667,0.0
77,18,-6,8.425,1010.85,1.0,95.13333333333333,0.0
78,-5,17,8.025,1011.0999999999999,5.0,95.7,0.0
78,-4,16,8.0,1011.425,7.0,96.53333333333335,0.0
78,-3,15,7.55,1011.65,7.0,94.89999999999999,0.0
78,-2,14,7.324999999999999,1011.625,7.0,96.36666666666667,0.0
78,-1,13,7.275,1011.525,7.0,96.60000000000001,0.0
78,0,12,7.425,1011.825,7.0,96.06666666666666,0.0
78,1,11,7.675,1012.275,8.0,96.89999999999999,0.0
78,2,10,8.1,1012.825,8.0,96.46666666666665,0.009600000000006048
78,3,9,8.125,1013.4,8.0,95.66666666666667,0.008700000000004593
78,4,8,7.949999999999999,1014.3249999999999,7.0,95.06666666666666,0.05279999999999774
78,5,7,8.325,1014.825,7.0,95.03333333333335,0.38280000000000314
78,6,6,8.35,1015.575,8.0,93.5,0.4356000000000009
78,7,5,8.55,1016.075,8.0,90.5,0.3377999999999872
78,8,4,8.575,1016.725,8.0,87.96666666666665,0.1781000000000006
78,9,3,8.375,1017.25,7.0,87.66666666666667,0.2342000000000084
78,10,2,8.2,1017.425,7.0,87.66666666666667,0.17540000000000333
78,11,1,8.25,1017.975,6.0,87.60000000000001,0.09409999999999741
78,12,0,8.275,1018.8,4.0,87.26666666666667,0.18889999999999674
78,13,-1,7.25,1019.5,3.0,88.66666666666667,0.043400000000005434
78,14,-2,6.15,1019.825,3.0,91.93333333333334,0.0
78,15,-3,5.5,1020.475,4.0,93.83333333333333,0.0
78,16,-4,5.025,1020.525,5.0,93.23333333333333,0.0
78,17,-5,5.25,1020.5,6.0,94.26666666666667,0.0
78,18,-6,4.8,1020.6750000000001,7.0,93.83333333333333,0.0
79,-5,17,4.375,1020.925,7.0,92.66666666666667,0.0
79,-4,16,4.275,1020.75,7.0,93.63333333333333,0.0
79,-3,15,4.525,1020.475,7.0,94.23333333333333,0.0
79,-2,14,4.875,1020.275,7.0,95.13333333333333,0.0
79,-1,13,5.225,1020.075,7.0,95.33333333333333,0.0
79,0,12,5.55,1019.825,7.0,95.10000000000001,0.0
79,1,11,5.675000000000001,1019.775,7.0,94.53333333333335,0.0
79,2,10,5.85,1019.8,8.0,93.3,0.018499999999995964
79,3,9,6.375,1019.9,8.0,91.23333333333333,0.12080000000000268
79,4,8,7.25,1020.05,8.0,87.23333333333333,0.3018999999999963
79,5,7,8.1,1020.075,8.0,85.5,0.3211000000000013
79,6,6,9.25,1019.8,8.0,83.43333333333334,0.5420000000000016
79,7,5,10.175,1019.525,8.0,81.10000000000001,0.6062000000000012
79,8,4,10.7,1019.125,8.0,80.0,0.27369999999999806
79,9,3,11.05,1018.85,8.0,79.86666666666666,0.20759999999999934
79,10,2,10.875,1018.575,8.0,81.39999999999999,0.19000000000000483
79,11,1,10.775,1018.325,8.0,82.06666666666666,0.10789999999999367
79,12,0,10.35,1018.125,8.0,83.56666666666666,0.04660000000000508
79,13,-1,10.125,1018.275,8.0,85.23333333333333,0.003099999999996328
79,14,-2,9.575,1018.425,8.0,88.53333333333335,0.0
79,15,-3,9.25,1018.25,8.0,90.66666666666667,0.0
79,16,-4,9.175,1018.05,8.0,91.13333333333333,0.0
79,17,-5,9.075,1017.775,8.0,92.0,0.0
79,18,-6,9.1,1017.475,7.0,90.89999999999999,0.0
80,-5,17,9.05,1016.875,7.0,90.43333333333334,0.0
80,-4,16,8.975,1016.225,7.0,90.13333333333333,0.0
80,-3,15,8.8,1015.425,7.0,89.93333333333334,0.0
80,-2,14,9.125,1014.85,8.0,86.66666666666667,0.0
80,-1,13,9.175,1014.5,7.0,86.3,0.0
80,0,12,9.075,1014.1,7.0,89.89999999999999,0.0
80,1,11,9.075,1013.825,7.0,89.76666666666667,0.0
80,2,10,9.35,1013.625,8.0,88.10000000000001,0.02190000000000225
80,3,9,10.0,1013.35,8.0,85.89999999999999,0.1494999999999962
80,4,8,10.275,1013.075,7.0,83.63333333333333,0.20020000000000238
80,5,7,10.8,1013.25,7.0,81.2,0.3785000000000025
80,6,6,11.175,1013.3,8.0,78.8,0.6443999999999974
80,7,5,11.05,1013.225,8.0,81.56666666666666,0.3697999999999979
80,8,4,11.525,1012.55,8.0,82.33333333333333,0.2482000000000042
80,9,3,11.925,1012.175,8.0,84.23333333333333,0.5559000000000012
80,10,2,12.4,1011.775,6.0,83.8,0.5764999999999958
80,11,1,11.775,1011.8,7.0,81.53333333333333,0.19310000000000116
80,12,0,11.95,1011.725,6.0,81.53333333333333,0.20349999999999113
80,13,-1,11.5,1011.65,2.0,80.8,0.05740000000000833
80,14,-2,10.225,1011.525,2.0,81.96666666666665,0.0
80,15,-3,9.625,1011.55,2.0,82.03333333333333,0.0
80,16,-4,8.825,1011.2,2.0,85.60000000000001,0.0
80,17,-5,8.575,1010.675,2.0,86.39999999999999,0.0
80,18,-6,8.55,1010.1,6.0,85.8,0.0
81,-5,17,8.975,1009.375,6.0,87.83333333333333,0.0
81,-4,16,9.975,1008.5,7.0,86.26666666666667,0.0
81,-3,15,10.125,1007.95,7.0,83.86666666666667,0.0
81,-2,14,9.85,1007.325,7.0,82.76666666666667,0.0
81,-1,13,9.625,1007.1,7.0,82.53333333333333,0.0
81,0,12,9.45,1006.725,7.0,82.39999999999999,0.0
81,1,11,9.275,1006.525,7.0,83.06666666666666,0.0
81,2,10,9.475,1006.55,7.0,82.53333333333333,0.01740000000000208
81,3,9,9.55,1006.525,8.0,83.3,0.06609999999999872
81,4,8,9.925,1006.425,8.0,84.66666666666667,0.186399999999999
81,5,7,10.025,1006.325,8.0,87.96666666666665,0.17009999999999792
81,6,6,10.65,1006.125,8.0,87.0,0.1974000000000018
81,7,5,11.05,1006.1750000000001,8.0,86.89999999999999,0.13920000000000243
81,8,4,11.525,1005.9,8.0,84.86666666666666,0.17150000000000176
81,9,3,11.35,1005.375,8.0,90.10000000000001,0.2138999999999882
81,10,2,11.225,1005.075,8.0,93.8,0.1565000000000083
81,11,1,11.25,1004.675,8.0,95.60000000000001,0.10430000000000206
81,12,0,11.425,1004.5,8.0,92.3,0.04070000000000107
81,13,-1,11.55,1004.1,7.0,90.90000000000002,0.0009999999999976694
81,14,-2,11.65,1003.6,7.0,89.89999999999999,0.0
81,15,-3,11.925,1003.325,7.0,86.33333333333333,0.0
81,16,-4,12.225,1003.075,7.0,82.5,0.0
81,17,-5,12.225,1002.7,7.0,79.83333333333333,0.0
81,18,-6,12.15,1002.175,7.0,78.46666666666667,0.0
82,-5,18,12.05,1001.825,7.0,80.7,0.0
82,-4,17,12.0,1001.75,7.0,81.73333333333333,0.0
82,-3,16,11.95,1001.7,7.0,81.43333333333334,0.0
82,-2,15,11.95,1001.575,7.0,80.5,0.0
82,-1,14,11.75,1001.75,7.0,80.36666666666666,0.0
82,0,13,11.175,1002.125,8.0,83.56666666666666,0.0
82,1,12,10.3,1002.575,7.0,87.16666666666667,0.0
82,2,11,9.625,1003.175,4.0,88.10000000000001,0.0
82,3,10,10.3,1003.525,2.0,86.36666666666667,0.12709999999999866
82,4,9,11.525,1003.875,7.0,83.56666666666666,0.49280000000000257
82,5,8,12.15,1003.925,5.0,80.76666666666667,0.37239999999999895
82,6,7,13.3,1003.975,6.0,75.93333333333334,0.8947999999999965
82,7,6,14.225,1003.95,5.0,68.16666666666667,0.6036000000000001
82,8,5,13.925,1004.15,5.0,69.53333333333335,1.1877000000000066
82,9,4,13.55,1003.525,5.0,74.16666666666667,0.8653999999999868
82,10,3,14.325,1002.55,5.0,73.5,0.8097000000000065
82,11,2,14.225,1002.4,7.0,74.3,0.4060000000000059
82,12,1,13.65,1001.7,7.0,73.2,0.043900000000000716
82,13,0,13.15,1001.35,8.0,76.63333333333334,0.0035999999999987153
82,14,-1,12.55,1000.975,7.0,82.56666666666666,0.0
82,15,-2,12.525,1000.3,7.0,83.26666666666667,0.0
82,16,-3,11.95,999.5,7.0,84.36666666666666,0.0
82,17,-4,12.125,998.6500000000001,7.0,85.73333333333333,0.0
82,18,-5,12.05,997.625,7.0,88.10000000000001,0.0
83,-5,18,12.55,996.95,7.0,85.89999999999999,0.0
83,-4,17,11.25,998.2750000000001,7.0,85.23333333333333,0.0
83,-3,16,10.225,999.275,7.0,87.76666666666667,0.0
83,-2,15,9.9,999.925,7.0,86.33333333333333,0.0
83,-1,14,9.9,1000.5,7.0,85.7,0.0
83,0,13,9.75,1000.95,7.0,86.03333333333335,0.0
83,1,12,9.55,1001.425,5.0,86.56666666666666,0.0
83,2,11,9.75,1001.925,7.0,85.23333333333333,0.014800000000001035
83,3,10,10.325,1002.45,7.0,82.76666666666667,0.14689999999999515
83,4,9,10.975,1002.975,7.0,81.5,0.2991999999999919
83,5,8,10.875,1003.35,7.0,81.93333333333334,0.5243000000000109
83,6,7,11.65,1003.525,7.0,79.43333333333334,1.032100000000007
83,7,6,11.7,1003.65,6.0,78.83333333333333,0.5795999999999992
83,8,5,11.6,1003.275,7.0,77.60000000000001,0.6116000000000099
83,9,4,12.25,1002.925,6.0,71.7,1.3846999999999952
83,10,3,12.675,1002.75,7.0,71.86666666666666,0.995199999999997
83,11,2,12.825,1002.225,5.0,63.1,0.97590000000001
83,12,1,11.75,1002.475,6.0,70.93333333333334,0.5182999999999964
83,13,0,11.025,1002.6,6.0,72.2,0.0969999999999942
83,14,-1,10.575,1002.775,7.0,73.2,0.0
83,15,-2,9.9,1002.875,7.0,76.3,0.0
83,16,-3,9.425,1002.95,7.0,77.7,0.0
83,17,-4,9.225,1002.95,7.0,77.53333333333335,0.0
83,18,-5,9.25,1003.075,7.0,77.03333333333333,0.0
84,-5,18,8.5,1003.125,7.0,83.83333333333333,0.0
84,-4,17,8.6,1003.125,7.0,87.46666666666665,0.0
84,-3,16,8.875,1002.8,7.0,84.26666666666667,0.0
84,-2,15,8.725,1002.75,7.0,84.83333333333333,0.0
84,-1,14,8.5,1002.875,7.0,83.83333333333333,0.0
84,0,13,8.475,1003.25,7.0,82.23333333333333,0.0
84,1,12,8.8,1003.65,7.0,80.96666666666665,0.0
84,2,11,9.125,1004.075,6.0,80.60000000000001,0.028199999999998226
84,3,10,9.675,1004.675,6.0,79.36666666666667,0.09420000000000073
84,4,9,10.1,1005.175,6.0,77.2,0.22550000000001091
84,5,8,11.125,1005.45,7.0,72.73333333333333,0.31109999999999616
84,6,7,10.8,1005.975,6.0,73.76666666666667,0.5361999999999938
84,7,6,11.175,1006.275,7.0,73.96666666666665,0.6828000000000003
84,8,5,11.725,1006.6,4.0,70.0,1.1004000000000076
84,9,4,11.600000000000001,1006.775,4.0,69.83333333333333,1.6206999999999994
84,10,3,12.075,1007.1,4.0,70.23333333333333,1.2215999999999951
84,11,2,11.425,1007.475,5.0,71.26666666666667,1.2524999999999977
84,12,1,10.775,1007.9000000000001,6.0,73.73333333333333,0.4211999999999989
84,13,0,10.25,1008.425,6.0,77.89999999999999,0.02980000000000871
84,14,-1,9.825,1008.5999999999999,7.0,80.16666666666667,0.0
84,15,-2,9.325,1008.625,7.0,83.26666666666667,0.0
84,16,-3,8.8,1008.625,6.0,87.13333333333333,0.0
84,17,-4,8.275,1008.7,6.0,87.5,0.0
84,18,-5,8.125,1008.275,7.0,88.76666666666667,0.0
85,-5,18,8.55,1007.5250000000001,7.0,88.33333333333333,0.0
85,-4,17,8.5,1006.7,7.0,89.0,0.0
85,-3,16,8.024999999999999,1005.675,7.0,90.39999999999999,0.0
85,-2,15,8.1,1004.3,7.0,87.10000000000001,0.0
85,-1,14,7.975,1002.8499999999999,7.0,87.43333333333334,0.0
85,0,13,7.95,1001.725,8.0,88.56666666666668,0.0
85,1,12,7.6,1001.05,8.0,89.60000000000001,0.0
85,2,11,7.225,1000.675,8.0,90.93333333333334,0.0
85,3,10,6.8,1000.625,8.0,90.8,0.04829999999999757
85,4,9,6.875,1000.875,8.0,92.86666666666667,0.14159999999999684
85,5,8,7.3500000000000005,1001.5,8.0,93.06666666666668,0.23000000000000398
85,6,7,7.6,1002.375,8.0,92.93333333333334,0.44719999999999516
85,7,6,7.875,1003.375,8.0,90.7,0.4099999999999966
85,8,5,8.05,1004.2750000000001,8.0,89.53333333333335,0.31090000000000373
85,9,4,7.949999999999999,1005.025,8.0,90.93333333333334,0.29110000000000014
85,10,3,7.925,1005.95,7.0,92.93333333333334,0.2412000000000063
85,11,2,7.625,1007.5,7.0,85.2,0.26039999999999
85,12,1,7.25,1008.9,7.0,79.10000000000001,0.2365000000000066
85,13,0,6.825,1010.425,7.0,74.33333333333333,0.04760000000000275
85,14,-1,6.5249999999999995,1011.85,7.0,70.33333333333333,0.0
85,15,-2,6.35,1013.1,7.0,70.73333333333333,0.0
85,16,-3,5.9,1014.35,7.0,75.03333333333333,0.0
85,17,-4,5.95,1015.275,7.0,75.43333333333334,0.0
85,18,-5,5.475,1016.425,7.0,77.73333333333333,0.0
86,-5,18,5.45,1017.425,7.0,78.13333333333334,0.0
86,-4,17,5.5,1018.275,7.0,74.39999999999999,0.0
86,-3,16,4.55,1018.95,7.0,84.39999999999999,0.0
86,-2,15,4.525,1019.55,7.0,85.66666666666667,0.0
86,-1,14,4.425,1020.25,7.0,86.46666666666665,0.0
86,0,13,4.075,1021.025,7.0,84.03333333333333,0.0
86,1,12,4.275,1021.825,6.0,84.7,0.0
86,2,11,4.45,1022.75,5.0,80.23333333333333,0.05830000000000268
86,3,10,4.725,1023.6999999999999,5.0,77.89999999999999,0.18429999999999325
86,4,9,4.8,1024.375,3.0,81.03333333333333,0.4253000000000071
86,5,8,6.525,1024.8,2.0,68.13333333333333,1.2845999999999975
86,6,7,5.65,1025.475,5.0,71.93333333333334,0.6454999999999984
86,7,6,5.85,1025.925,3.0,71.63333333333333,1.380200000000002
86,8,5,6.65,1026.3,2.0,65.8,1.3755000000000024
86,9,4,6.5,1026.475,2.0,67.96666666666665,1.7379999999999995
86,10,3,6.75,1026.725,2.0,63.03333333333333,1.1043999999999983
86,11,2,6.9,1027.125,1.0,64.03333333333333,1.3085999999999984
86,12,1,6.025,1027.275,1.0,61.53333333333333,0.7736000000000018
86,13,0,5.5,1027.525,1.0,65.3,0.1056999999999988
86,14,-1,4.375,1027.675,1.0,70.56666666666666,0.0005000000000165983
86,15,-2,3.2,1027.875,1.0,79.73333333333333,0.0
86,16,-3,2.15,1028.075,1.0,81.96666666666665,0.0
86,17,-4,1.275,1028.1,1.0,82.83333333333333,0.0
86,18,-5,0.8250000000000001,1028.225,1.0,84.36666666666667,0.0
87,-5,18,0.6250000000000001,1028.15,1.0,84.66666666666667,0.0
87,-4,17,0.5,1027.95,1.0,84.93333333333334,0.0
87,-3,16,0.12499999999999989,1027.775,0.0,86.56666666666666,0.0
87,-2,15,0.6499999999999999,1027.075,0.0,86.5,0.0
87,-1,14,0.875,1026.575,0.0,83.43333333333334,0.0
87,0,13,0.8500000000000001,1026.4,1.0,82.13333333333334,0.0
87,1,12,1.125,1026.525,7.0,82.86666666666667,0.0
87,2,11,2.275,1026.425,7.0,79.39999999999999,0.06589999999999918
87,3,10,3.325,1026.1999999999998,7.0,77.46666666666667,0.10219999999998208
87,4,9,4.725,1025.65,7.0,71.26666666666667,0.4509999999999792
87,5,8,6.0,1025.225,8.0,68.2,0.42300000000001603
87,6,7,7.075,1024.4250000000002,8.0,64.86666666666666,0.7779000000000025
87,7,6,8.625,1023.7249999999999,8.0,61.56666666666666,0.8333999999999975
87,8,5,8.875,1023.2,8.0,62.23333333333333,0.4435000000000002
87,9,4,8.55,1022.6,8.0,63.666666666666664,0.29930000000000234
87,10,3,7.824999999999999,1021.6,8.0,69.10000000000001,0.15220000000002187
87,11,2,7.025,1020.8,8.0,74.16666666666667,0.07259999999998001
87,12,1,6.324999999999999,1019.775,8.0,80.39999999999999,0.019300000000001205
87,13,0,6.375,1019.175,7.0,80.89999999999999,0.022700000000000387
87,14,-1,6.325,1018.45,7.0,80.23333333333333,0.00039999999999906777
87,15,-2,6.775,1018.1,7.0,75.93333333333334,0.0
87,16,-3,7.0,1017.625,7.0,74.3,0.0
